SLP1	RVS	RVV	SVK	SVR	SVJ	YVVM	YVVK	YVM	YVKp	YVK	YVT	AVS	AVP	SB
f1#/8~	U090B+0901	U090B+0901+0951	U090B+0901+A8E1/U090B+0901+A8E1+A8EF/U090B+0901+A8E2/U090B+0901+A8E2+A8EB			U090B+0901	U090B+0901	U090B+0901+0951	U090B+0901	U090B+0901+0951	U090B+0901	U090B+0901	U090B+0901+0951	U090B+0901
f1#\7	U090B+0952					U090B+0952	U090B+0952		U090B+0952		U090B+0952	U090B+0952	U090B+1CDD	
f1#\7~	U090B+0901+0952					U090B+0901+0952	U090B+0901+0952		U090B+0901+0952		U090B+0901+0952	U090B+0901+0952	U090B+0901+1CDD	
f1#\6		U090B	U090B+A8E3+A8EC					U090B+0952		U090B+1CDC			U090B+1CDC	
f1#\6~		U090B+0901	U090B+0901+A8E3+A8EC					U090B+0901+0952		U090B+0901+1CDC			U090B+0901+1CDC	
f1#^98	U090B+0951					U090B+0951/U090B+1CD6	U090B+0951/U090B+0952		U090B+0951/U090B+0952		U090B+0951	U090B+0951		
f1#^98~	U090B+0901+0951					U090B+0901+0951/U090B+0901+1CD6	U090B+0901+0951/U090B+0901+0952		U090B+0901+0951/U090B+0901+0952		U090B+0901+0951	U090B+0901+0951		
f1#^97	U090B+0967+0951+0952					U090B+1CD5						U090B+0967+0951+0952		
f1#^97~	U090B+0901+0967+0951+0952					U090B+0901+1CD5						U090B+0901+0967+0951+0952		
f1#^87		U090B	U090B+A8E2/U090B+A8E2+A8EF					U090B+1CDB/U090B+1CD4		U090B+1CDD			U090B+1CDD	
f1#^87~		U090B+0901	U090B+0901+A8E2/U090B+0901+A8E2+A8EF					U090B+0901+1CDB/U090B+0901+1CD4		U090B+0901+1CDD			U090B+0901+1CDD	
f1#^87+		U090B+1CE0	U090B+A8E2/U090B+A8E2+A8EF					U090B+1CD8		U090B+1CD7/U090B+1CD8			U090B+1CD6	
f1#^87+~		U090B+0901+1CE0	U090B+0901+A8E2/U090B+0901+A8E2+A8EF					U090B+0901+1CD8		U090B+0901+1CD7/U090B+0901+1CD8			U090B+0901+1CD6	
f1#^86		U090B+0969+0952	U090B+0969					U0969+090B+0952		U090B+1CD5/{U090B+1CD9}				
f1#^86~		U090B+0901+0969+0952	U090B+0901+0969					U0969+090B+0901+0952		U090B+0901+1CD5/{U090B+0901+1CD9}				
F	U0960	U0960	U0960	U0960	U0960	U0960	U0960	U0960	U0960	U0960	U0960	U0960	U0960	U0960
F~	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901	U0960+0901
F/	U0960	U0960+0951	U0960+A8E1			U0960	U0960	U0960+0951	U0960	U0960+0951	U0960	U0960	U0960+0951	U0960
F/~	U0960+0901	U0960+0901+0951	U0960+0901+A8E1			U0960+0901	U0960+0901	U0960+0901+0951	U0960+0901	U0960+0901+0951	U0960+0901	U0960+0901	U0960+0901+0951	U0960+0901
F\	U0960+0952	U0960	U0960+A8E3			U0960+0952	U0960+0952	U0960+0952	U0960+0952	U0960+1CDC	U0960+0952	U0960+0952	U0960+1CDC	U0960+0952/U0960+1CD8/U0960+1CDE/U0960+1CDF/U0960+1CDF+1CDF
F\~	U0960+0901+0952	U0960+0901	U0960+0901+A8E3			U0960+0901+0952	U0960+0901+0952	U0960+0901+0952	U0960+0901+0952	U0960+0901+1CDC	U0960+0901+0952	U0960+0901+0952	U0960+0901+1CDC	U0960+0901+0952/U0960+0901+1CD8
F^	U0960+0951	U0960+1CE0/U0960+0969+0952	U0960+A8E2			U0960+1CD6/U0960+1CD5	U0960+0951/U0960+0952	U0960+1CD8/U0969+0960+0952	U0960+0951/U0960+0952	U0960+1CD7/U0960+1CD8/U0960+1CD5/{U0960+1CD9}	U0960+1CDA/{U0960+0951}	U0960+1CE1	U0960+1CD6	
F^~	U0960+0901+0951	U0960+0901+1CE0/U0960+0901+0969+0952	U0960+0901+A8E2			U0960+0901+1CD6/U0960+0901+1CD5	U0960+0901+0951/U0960+0901+0952	U0960+0901+1CD8/U0969+0960+0901+0952	U0960+0901+0951/U0960+0901+0952	U0960+0901+1CD7/U0960+0901+1CD8/U0960+0901+1CD5/{U0960+0901+1CD9}	U0960+0901+1CDA/{U0960+0901+0951}	U0960+0901+1CE1	U0960+0901+1CD6	
F/8	U0960	U0960+0951	U0960+A8E1/U0960+A8E1+A8EF/U0960+A8E2/U0960+A8E2+A8EB			U0960	U0960	U0960+0951	U0960	U0960+0951	U0960	U0960	U0960+0951	U0960
F/8~	U0960+0901	U0960+0901+0951	U0960+0901+A8E1/U0960+0901+A8E1+A8EF/U0960+0901+A8E2/U0960+0901+A8E2+A8EB			U0960+0901	U0960+0901	U0960+0901+0951	U0960+0901	U0960+0901+0951	U0960+0901	U0960+0901	U0960+0901+0951	U0960+0901
F\7	U0960+0952					U0960+0952	U0960+0952		U0960+0952		U0960+0952	U0960+0952	U0960+1CDD	
F\7~	U0960+0901+0952					U0960+0901+0952	U0960+0901+0952		U0960+0901+0952		U0960+0901+0952	U0960+0901+0952	U0960+0901+1CDD	
F\6		U0960	U0960+A8E3+A8EC					U0960+0952		U0960+1CDC			U0960+1CDC	
F\6~		U0960+0901	U0960+0901+A8E3+A8EC					U0960+0901+0952		U0960+0901+1CDC			U0960+0901+1CDC	
F^98	U0960+0951					U0960+0951/U0960+1CD6	U0960+0951/U0960+0952		U0960+0951/U0960+0952		U0960+1CDA/{U0960+0951}	U0960+0951		
F^98~	U0960+0901+0951					U0960+0901+0951/U0960+0901+1CD6	U0960+0901+0951/U0960+0901+0952		U0960+0901+0951/U0960+0901+0952		U0960+0901+1CDA/{U0960+0901+0951}	U0960+0901+0951		
F^97	U0960+0969+0951+0952					U0960+1CD5						U0960+0969+0951+0952		
F^97~	U0960+0901+0969+0951+0952					U0960+0901+1CD5						U0960+0901+0969+0951+0952		
F^87		U0960	U0960+A8E2/U0960+A8E2+A8EF					U0960+1CDB/U0960+1CD4		U0960+1CDD			U0960+1CDD	
F^87~		U0960+0901	U0960+0901+A8E2/U0960+0901+A8E2+A8EF					U0960+0901+1CDB/U0960+0901+1CD4		U0960+0901+1CDD			U0960+0901+1CDD	
F^87+		U0960+1CE0	U0960+A8E2/U0960+A8E2+A8EF					U0960+1CD8		U0960+1CD7/U0960+1CD8			U0960+1CD6	
F^87+~		U0960+0901+1CE0	U0960+0901+A8E2/U0960+0901+A8E2+A8EF					U0960+0901+1CD8		U0960+0901+1CD7/U0960+0901+1CD8			U0960+0901+1CD6	
F^86		U0960+0969+0952	U0960+0969					U0969+0960+0952		U0960+1CD5/{U0960+1CD9}				
F^86~		U0960+0901+0969+0952	U0960+0901+0969					U0969+0960+0901+0952		U0960+0901+1CD5/{U0960+0901+1CD9}				
f3	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969	U090B+0969
f3~	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0969
f3/	U090B+0969	U090B+A8E1+0969			U090B+0969	U090B+0969	U090B+0951+0969	U090B+0969	U090B+0951+0969	U090B+0969	U090B+0969	U090B+0951+0969	U090B+0969	
f3/~	U090B+0901+0969	U090B+0901+0951+0969	U090B+0901+A8E1+0969			U090B+0901+0969	U090B+0901+0969	U090B+0901+0951+0969	U090B+0901+0969	U090B+0901+0951+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0951+0969	U090B+0901+0969
f3\	U090B+0952+0969	U090B+0969	U090B+A8E3+0969			U090B+0952+0969	U090B+0952+0969	U090B+0952+0969	U090B+0952+0969	U090B+1CDC+0969	U090B+0952+0969	U090B+0952+0969	U090B+1CDC+0969	U090B+0952+0969/U090B+1CD8+0969/U090B+1CDE+0969/U090B+1CDF+0969/U090B+1CDF+1CDF+0969
f3\~	U090B+0901+0952+0969	U090B+0901+0969	U090B+0901+A8E3+0969			U090B+0901+0952+0969	U090B+0901+0952+0969	U090B+0901+0952+0969	U090B+0901+0952+0969	U090B+0901+1CDC+0969	U090B+0901+0952+0969	U090B+0901+0952+0969	U090B+0901+1CDC+0969	U090B+0901+0952+0969/U090B+0901+1CD8+0969
f3^	U090B+0951+0969	U090B+1CE0+0969/U090B+0969+0952	U090B+A8E2+0969			U090B+1CD6+0969/U090B+1CD5+0969	U090B+0951+0969/U090B+0952+0969	U090B+1CD8+0969/U0969+090B+0952+0969	U090B+0951+0969/U090B+0952+0969	U090B+1CD7/U090B+1CD8+0969/U090B+1CD5+0969/{U090B+1CD9+0969}	U090B+1CDA+0969/{U090B+0951+0969}	U090B+1CE1+0969	U090B+1CD6+0969	
f3^~	U090B+0901+0951+0969	U090B+0901+1CE0+0969/U090B+0901+0969+0952	U090B+0901+A8E2+0969			U090B+0901+1CD6+0969/U090B+0901+1CD5+0969	U090B+0901+0951+0969/U090B+0901+0952+0969	U090B+0901+1CD8+0969/U0969+090B+0901+0952+0969	U090B+0901+0951+0969/U090B+0901+0952+0969	U090B+0901+1CD7+0969/U090B+0901+1CD8+0969/U090B+0901+1CD5+0969/{U090B+0901+1CD9+0969}	U090B+0901+1CDA+0969/{U090B+0901+0951+0969}	U090B+0901+1CE1+0969	U090B+0901+1CD6+0969	
f3/8	U090B+0969	U090B+0951+0969	U090B+A8E1+0969/U090B+A8E1+A8EF+0969/U090B+A8E2+0969/U090B+A8E2+A8EB+0969			U090B+0969	U090B+0969	U090B+0951+0969	U090B+0969	U090B+0951+0969	U090B+0969	U090B+0969	U090B+0951+0969	U090B+0969
f3/8~	U090B+0901+0969	U090B+0901+0951+0969	U090B+0901+A8E1+0969/U090B+0901+A8E1+A8EF+0969/U090B+0901+A8E2+0969/U090B+0901+A8E2+A8EB+0969			U090B+0901+0969	U090B+0901+0969	U090B+0901+0951+0969	U090B+0901+0969	U090B+0901+0951+0969	U090B+0901+0969	U090B+0901+0969	U090B+0901+0951+0969	U090B+0901+0969
f3\7	U090B+0952+0969					U090B+0952+0969	U090B+0952+0969		U090B+0952+0969		U090B+0952+0969	U090B+0952+0969	U090B+1CDD+0969	
f3\7~	U090B+0901+0952+0969					U090B+0901+0952+0969	U090B+0901+0952+0969		U090B+0901+0952+0969		U090B+0901+0952+0969	U090B+0901+0952+0969	U090B+0901+1CDD+0969	
f3\6		U090B+0969	U090B+A8E3+A8EC+0969					U090B+0952+0969		U090B+1CDC+0969			U090B+1CDC+0969	
f3\6~		U090B+0901+0969	U090B+0901+A8E3+A8EC+0969					U090B+0901+0952+0969		U090B+0901+1CDC+0969			U090B+0901+1CDC+0969	
f3^98	U090B+0951+0969					U090B+0951+0969/U090B+1CD6+0969	U090B+0951+0969/U090B+0952+0969		U090B+0951+0969/U090B+0952+0969		U090B+1CDA+0969/{U090B+0951+0969}	U090B+0951+0969		
f3^98~	U090B+0901+0951+0969					U090B+0901+0951+0969/U090B+0901+1CD6+0969	U090B+0901+0951+0969/U090B+0901+0952+0969		U090B+0901+0951+0969/U090B+0901+0952+0969		U090B+0901+1CDA+0969/{U090B+0901+0951+0969}	U090B+0901+0951+0969		
f3^97	U090B+0967+0951+0952+0969					U090B+1CD5+0969						U090B+0967+0951+0952+0969		
f3^97~	U090B+0901+0967+0951+0952+0969					U090B+0901+1CD5+0969						U090B+0901+0967+0951+0952+0969		
f3^87		U090B+0969	U090B+A8E2+0969/U090B+A8E2+A8EF+0969					U090B+1CDB+0969/U090B+1CD4+0969		U090B+1CDD+0969			U090B+1CDD+0969	
f3^87~		U090B+0901+0969	U090B+0901+A8E2+0969/U090B+0901+A8E2+A8EF+0969					U090B+0901+1CDB+0969/U090B+0901+1CD4+0969		U090B+0901+1CDD+0969			U090B+0901+1CDD+0969	
f3^87+		U090B+1CE0+0969	U090B+A8E2+0969/U090B+A8E2+A8EF+0969					U090B+1CD8+0969		U090B+1CD7+0969/U090B+1CD8+0969			U090B+1CD6+0969	
f3^87+~		U090B+0901+1CE0+0969	U090B+0901+A8E2+0969/U090B+0901+A8E2+A8EF+0969					U090B+0901+1CD8+0969		U090B+0901+1CD7+0969/U090B+0901+1CD8+0969			U090B+0901+1CD6+0969	
f3^86		U090B+0969+0952	U090B+0969					U0969+090B+0952+0969		U090B+1CD5+0969/{U090B+1CD9+0969}				
f3^86~		U090B+0901+0969+0952	U090B+0901+0969					U0969+090B+0901+0952+0969		U090B+0901+1CD5+0969/{U090B+0901+1CD9+0969}				
f4~	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+096A
f4/~	U090B+0901+096A	U090B+0901+0951+096A	U090B+0901+A8E1+096A			U090B+0901+096A	U090B+0901+096A	U090B+0901+0951+096A	U090B+0901+096A	U090B+0901+0951+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+0951+096A	U090B+0901+096A
f4\~	U090B+0901+0952+096A	U090B+0901+096A	U090B+0901+A8E3+096A			U090B+0901+0952+096A	U090B+0901+0952+096A	U090B+0901+0952+096A	U090B+0901+0952+096A	U090B+0901+1CDC+096A	U090B+0901+0952+096A	U090B+0901+0952+096A	U090B+0901+1CDC+096A	U090B+0901+0952+096A/U090B+0901+1CD8+096A
f4^~	U090B+0901+0951+096A	U090B+0901+1CE0+096A/U090B+0901+0969+0952	U090B+0901+A8E2+096A			U090B+0901+1CD6+096A/U090B+0901+1CD5+096A	U090B+0901+0951+096A/U090B+0901+0952+096A	U090B+0901+1CD8+096A/U0969+090B+0901+0952+096A	U090B+0901+0951+096A/U090B+0901+0952+096A	U090B+0901+1CD7+096A/U090B+0901+1CD8+096A/U090B+0901+1CD5+096A	U090B+0901+1CDA+096A/{U090B+0901+0951+096A}	U090B+0901+1CE1+096A	U090B+0901+1CD6+096A	
f4/8~	U090B+0901+096A	U090B+0901+0951+096A	U090B+0901+A8E1+096A/U090B+0901+A8E1+A8EF+096A/U090B+0901+A8E2+096A/U090B+0901+A8E2+A8EB+096A			U090B+0901+096A	U090B+0901+096A	U090B+0901+0951+096A	U090B+0901+096A	U090B+0901+0951+096A	U090B+0901+096A	U090B+0901+096A	U090B+0901+0951+096A	U090B+0901+096A
f4\7~	U090B+0901+0952+096A					U090B+0901+0952+096A	U090B+0901+0952+096A		U090B+0901+0952+096A		U090B+0901+0952+096A	U090B+0901+0952+096A	U090B+0901+1CDD+096A	
f4\6~		U090B+0901+096A	U090B+0901+A8E3+A8EC+096A					U090B+0901+0952+096A		U090B+0901+1CDC+096A			U090B+0901+1CDC+096A	
f4^98~	U090B+0901+0951+096A					U090B+0901+0951+096A/U090B+0901+1CD6+096A	U090B+0901+0951+096A/U090B+0901+0952+096A		U090B+0901+0951+096A/U090B+0901+0952+096A		U090B+0901+1CDA+096A/{U090B+0901+0951+096A}	U090B+0901+0951+096A		
f4^97~	U090B+0901+0967+0951+0952+096A					U090B+0901+1CD5+096A						U090B+0901+0967+0951+0952+096A		
f4^87~		U090B+0901+096A	U090B+0901+A8E2+096A/U090B+0901+A8E2+A8EF+096A					U090B+0901+1CDB+096A/U090B+0901+1CD4+096A		U090B+0901+1CDD+096A			U090B+0901+1CDD+096A	
f4^87+~		U090B+0901+1CE0+096A	U090B+0901+A8E2+096A/U090B+0901+A8E2+A8EF+096A					U090B+0901+1CD8+096A		U090B+0901+1CD7+096A/U090B+0901+1CD8+096A			U090B+0901+1CD6+096A	
f4^86~		U090B+0901+0969+0952	U090B+0901+096A					U0969+090B+0901+0952+096A		U090B+0901+1CD5+096A/{U090B+0901+1CD9+096A}				
f*	U090B													
x	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C
x~	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901
x/	U090C	U090C+0951	U090C+A8E1			U090C	U090C	U090C+0951	U090C	U090C+0951	U090C	U090C	U090C+0951	U090C
x/~	U090C+0901	U090C+0901+0951	U090C+0901+A8E1			U090C+0901	U090C+0901	U090C+0901+0951	U090C+0901	U090C+0901+0951	U090C+0901	U090C+0901	U090C+0901+0951	U090C+0901
x\	U090C+0952	U090C	U090C+A8E3			U090C+0952	U090C+0952	U090C+0952	U090C+0952	U090C+1CDC	U090C+0952	U090C+0952	U090C+1CDC	U090C+0952/U090C+1CD8/U090C+1CDE/U090C+1CDF/U090C+1CDF+1CDF
x\~	U090C+0901+0952	U090C+0901	U090C+0901+A8E3			U090C+0901+0952	U090C+0901+0952	U090C+0901+0952	U090C+0901+0952	U090C+0901+1CDC	U090C+0901+0952	U090C+0901+0952	U090C+0901+1CDC	U090C+0901+0952/U090C+0901+1CD8
x^	U090C+0951	U090C+1CE0/U090C+0969+0952	U090C+A8E2			U090C+1CD6/U090C+1CD5	U090C+0951/U090C+0952	U090C+1CD8/U0969+090C+0952	U090C+0951/U090C+0952	U090C+1CD7/U090C+1CD8/U090C+1CD5/{U090C+1CD9}	U090C+0951	U090C+1CE1	U090C+1CD6	
x^~	U090C+0901+0951	U090C+0901+1CE0/U090C+0901+0969+0952	U090C+0901+A8E2			U090C+0901+1CD6/U090C+0901+1CD5	U090C+0901+0951/U090C+0901+0952	U090C+0901+1CD8/U0969+090C+0901+0952	U090C+0901+0951/U090C+0901+0952	U090C+0901+1CD7/U090C+0901+1CD8/U090C+0901+1CD5/U090C+0901+1CD8/{U090C+0901+1CD9}	U090C+0901+0951	U090C+0901+1CE1	U090C+0901+1CD6	
x/8	U090C	U090C+0951	U090C+A8E1/U090C+A8E1+A8EF/U090C+A8E2/U090C+A8E2+A8EB			U090C	U090C	U090C+0951	U090C	U090C+0951	U090C	U090C	U090C+0951	U090C
x/8~	U090C+0901	U090C+0901+0951	U090C+0901+A8E1/U090C+0901+A8E1+A8EF/U090C+0901+A8E2/U090C+0901+A8E2+A8EB			U090C+0901	U090C+0901	U090C+0901+0951	U090C+0901	U090C+0901+0951	U090C+0901	U090C+0901	U090C+0901+0951	U090C+0901
x\7	U090C+0952					U090C+0952	U090C+0952		U090C+0952		U090C+0952	U090C+0952	U090C+1CDD	
x\7~	U090C+0901+0952					U090C+0901+0952	U090C+0901+0952		U090C+0901+0952		U090C+0901+0952	U090C+0901+0952	U090C+0901+1CDD	
x\6		U090C	U090C+A8E3+A8EC					U090C+0952		U090C+1CDC			U090C+1CDC	
x\6~		U090C+0901	U090C+0901+A8E3+A8EC					U090C+0901+0952		U090C+0901+1CDC			U090C+0901+1CDC	
x^98	U090C+0951					U090C+0951/U090C+1CD6	U090C+0951/U090C+0952		U090C+0951/U090C+0952		U090C+0951	U090C+0951		
x^98~	U090C+0901+0951					U090C+0901+0951/U090C+0901+1CD6	U090C+0901+0951/U090C+0901+0952		U090C+0901+0951/U090C+0901+0952		U090C+0901+0951	U090C+0901+0951		
x^97	U090C+0967+0951+0952					U090C+1CD5						U090C+0967+0951+0952		
x^97~	U090C+0901+0967+0951+0952					U090C+0901+1CD5						U090C+0901+0967+0951+0952		
x^87		U090C	U090C+A8E2/U090C+A8E2+A8EF					U090C+1CDB/U090C+1CD4		U090C+1CDD			U090C+1CDD	
x^87~		U090C+0901	U090C+0901+A8E2/U090C+0901+A8E2+A8EF					U090C+0901+1CDB/U090C+0901+1CD4		U090C+0901+1CDD			U090C+0901+1CDD	
x^87+		U090C+1CE0	U090C+A8E2/U090C+A8E2+A8EF					U090C+1CD8		U090C+1CD7/U090C+1CD8			U090C+1CD6	
x^87+~		U090C+0901+1CE0	U090C+0901+A8E2/U090C+0901+A8E2+A8EF					U090C+0901+1CD8		U090C+0901+1CD7/U090C+0901+1CD8			U090C+0901+1CD6	
x^86		U090C+0969+0952	U090C+0969					U0969+090C+0952		U090C+1CD5/{U090C+1CD9}				
x^86~		U090C+0901+0969+0952	U090C+0901+0969					U0969+090C+0901+0952		U090C+0901+1CD5/{U090C+0901+1CD9}				
x1#	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C	U090C
x1#~	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901	U090C+0901
x1#/	U090C	U090C+0951	U090C+A8E1			U090C	U090C	U090C+0951	U090C	U090C+0951	U090C	U090C	U090C+0951	U090C
x1#/~	U090C+0901	U090C+0901+0951	U090C+0901+A8E1			U090C+0901	U090C+0901	U090C+0901+0951	U090C+0901	U090C+0901+0951	U090C+0901	U090C+0901	U090C+0901+0951	U090C+0901
x1#\	U090C+0952	U090C	U090C+A8E3			U090C+0952	U090C+0952	U090C+0952	U090C+0952	U090C+1CDC	U090C+0952	U090C+0952	U090C+1CDC	U090C+0952/U090C+1CD8/U090C+1CDE/U090C+1CDF/U090C+1CDF+1CDF
x1#\~	U090C+0901+0952	U090C+0901	U090C+0901+A8E3			U090C+0901+0952	U090C+0901+0952	U090C+0901+0952	U090C+0901+0952	U090C+0901+1CDC	U090C+0901+0952	U090C+0901+0952	U090C+0901+1CDC	U090C+0901+0952/U090C+0901+1CD8
x1#^	U090C+0951	U090C+1CE0/U090C+0969+0952	U090C+A8E2			U090C+1CD6/U090C+1CD5	U090C+0951/U090C+0952	U090C+1CD8/U0969+090C+0952	U090C+0951/U090C+0952	U090C+1CD7/U090C+1CD8/U090C+1CD5/{U090C+1CD9}	U090C+0951	U090C+1CE1	U090C+1CD6	
x1#^~	U090C+0901+0951	U090C+0901+1CE0/U090C+0901+0969+0952	U090C+0901+A8E2			U090C+0901+1CD6/U090C+0901+1CD5	U090C+0901+0951/U090C+0901+0952	U090C+0901+1CD8/U0969+090C+0901+0952	U090C+0901+0951/U090C+0901+0952	U090C+0901+1CD7/U090C+0901+1CD8/U090C+0901+1CD5/U090C+0901+1CD8/{U090C+0901+1CD9}	U090C+0901+0951	U090C+0901+1CE1	U090C+0901+1CD6	
x1#/8	U090C	U090C+0951	U090C+A8E1/U090C+A8E1+A8EF/U090C+A8E2/U090C+A8E2+A8EB			U090C	U090C	U090C+0951	U090C	U090C+0951	U090C	U090C	U090C+0951	U090C
x1#/8~	U090C+0901	U090C+0901+0951	U090C+0901+A8E1/U090C+0901+A8E1+A8EF/U090C+0901+A8E2/U090C+0901+A8E2+A8EB			U090C+0901	U090C+0901	U090C+0901+0951	U090C+0901	U090C+0901+0951	U090C+0901	U090C+0901	U090C+0901+0951	U090C+0901
x1#\7	U090C+0952					U090C+0952	U090C+0952		U090C+0952		U090C+0952	U090C+0952	U090C+1CDD	
x1#\7~	U090C+0901+0952					U090C+0901+0952	U090C+0901+0952		U090C+0901+0952		U090C+0901+0952	U090C+0901+0952	U090C+0901+1CDD	
x1#\6		U090C	U090C+A8E3+A8EC					U090C+0952		U090C+1CDC			U090C+1CDC	
x1#\6~		U090C+0901	U090C+0901+A8E3+A8EC					U090C+0901+0952		U090C+0901+1CDC			U090C+0901+1CDC	
x1#^98	U090C+0951					U090C+0951/U090C+1CD6	U090C+0951/U090C+0952		U090C+0951/U090C+0952		U090C+0951	U090C+0951		
x1#^98~	U090C+0901+0951					U090C+0901+0951/U090C+0901+1CD6	U090C+0901+0951/U090C+0901+0952		U090C+0901+0951/U090C+0901+0952		U090C+0901+0951	U090C+0901+0951		
x1#^97	U090C+0967+0951+0952					U090C+1CD5						U090C+0967+0951+0952		
x1#^97~	U090C+0901+0967+0951+0952					U090C+0901+1CD5						U090C+0901+0967+0951+0952		
x1#^87		U090C	U090C+A8E2/U090C+A8E2+A8EF					U090C+1CDB/U090C+1CD4		U090C+1CDD			U090C+1CDD	
x1#^87~		U090C+0901	U090C+0901+A8E2/U090C+0901+A8E2+A8EF					U090C+0901+1CDB/U090C+0901+1CD4		U090C+0901+1CDD			U090C+0901+1CDD	
x1#^87+		U090C+1CE0	U090C+A8E2/U090C+A8E2+A8EF					U090C+1CD8		U090C+1CD7/U090C+1CD8			U090C+1CD6	
x1#^87+~		U090C+0901+1CE0	U090C+0901+A8E2/U090C+0901+A8E2+A8EF					U090C+0901+1CD8		U090C+0901+1CD7/U090C+0901+1CD8			U090C+0901+1CD6	
x1#^86		U090C+0969+0952	U090C+0969					U0969+090C+0952		U090C+1CD5/{U090C+1CD9}				
x1#^86~		U090C+0901+0969+0952	U090C+0901+0969					U0969+090C+0901+0952		U090C+0901+1CD5/{U090C+0901+1CD9}				
X	U0961	U0961	U0961	U0961	U0961	U0961	U0961	U0961	U0961	U0961	U0961	U0961	U0961	U0961
X~	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901	U0961+0901
X/	U0961	U0961+0951	U0961+A8E1			U0961	U0961	U0961+0951	U0961	U0961+0951	U0961	U0961	U0961+0951	U0961
X/~	U0961+0901	U0961+0901+0951	U0961+0901+A8E1			U0961+0901	U0961+0901	U0961+0901+0951	U0961+0901	U0961+0901+0951	U0961+0901	U0961+0901	U0961+0901+0951	U0961+0901
X\	U0961+0952	U0961	U0961+A8E3			U0961+0952	U0961+0952	U0961+0952	U0961+0952	U0961+1CDC	U0961+0952	U0961+0952	U0961+1CDC	U0961+0952/U0961+1CD8/U0961+1CDE/U0961+1CDF/U0961+1CDF+1CDF
X\~	U0961+0901+0952	U0961+0901	U0961+0901+A8E3			U0961+0901+0952	U0961+0901+0952	U0961+0901+0952	U0961+0901+0952	U0961+0901+1CDC	U0961+0901+0952	U0961+0901+0952	U0961+0901+1CDC	U0961+0901+0952/U0961+0901+1CD8
X^	U0961+0951	U0961+1CE0/U0961+0969+0952	U0961+A8E2			U0961+1CD6/U0961+1CD5	U0961+0951/U0961+0952	U0961+1CD8/U0969+0961+0952	U0961+0951/U0961+0952	U0961+1CD7/U0961+1CD8/U0961+1CD5/{U0961+1CD9}	U0961+0901+1CDA/{U0961+0901+0951}	U0961+1CE1	U0961+1CD6	
X^~	U0961+0901+0951	U0961+0901+1CE0/U0961+0901+0969+0952	U0961+0901+A8E2			U0961+0901+1CD6/U0961+0901+1CD5	U0961+0901+0951/U0961+0901+0952	U0961+0901+1CD8/U0969+0961+0901+0952	U0961+0901+0951/U0961+0901+0952	U0961+0901+1CD7/U0961+0901+1CD8/U0961+0901+1CD5/{U0961+0901+1CD9}	U0961+1CDA/{U0961+0951}	U0961+0901+1CE1	U0961+0901+1CD6	
X/8	U0961	U0961+0951	U0961+A8E1/U0961+A8E1+A8EF/U0961+A8E2/U0961+A8E2+A8EB			U0961	U0961	U0961+0951	U0961	U0961+0951	U0961	U0961	U0961+0951	U0961
X/8~	U0961+0901	U0961+0901+0951	U0961+0901+A8E1/U0961+0901+A8E1+A8EF/U0961+0901+A8E2/U0961+0901+A8E2+A8EB			U0961+0901	U0961+0901	U0961+0901+0951	U0961+0901	U0961+0901+0951	U0961+0901	U0961+0901	U0961+0901+0951	U0961+0901
X\7	U0961+0952					U0961+0952	U0961+0952		U0961+0952		U0961+0952	U0961+0952	U0961+1CDD	
X\7~	U0961+0901+0952					U0961+0901+0952	U0961+0901+0952		U0961+0901+0952		U0961+0901+0952	U0961+0901+0952	U0961+0901+1CDD	
X\6		U0961	U0961+A8E3+A8EC					U0961+0952		U0961+1CDC			U0961+1CDC	
